"belongs_to_collection","budget","genres","id","imdb_id","original_language","original_title","overview","popularity","poster_path","production_companies","production_countries","release_date","revenue","runtime","spoken_languages","status","tagline","title","video","vote_average","vote_count","Horror","Year","year","decade","bydecade","boxoffice"
"",4e+06,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]","21588","tt0109592","it","Dellamorte Dellamore","A cemetery man has the unusual problem of the dead rising from the grave. Himself and his assistant must end these creatures' lives again after they are reborn. Everything is going well until ""She"" comes along and stirs things up a bit.",6.247819,"/v9yBEb4NU5P3LWm4kcJfq4qjUKg.jpg","[{'name': 'Canal+', 'id': 5358}, {'name': 'Silvio Berlusconi Communications', 'id': 8694}, {'name': ""Fonds Eurimages du Conseil de l'Europe"", 'id': 11011}, {'name': 'Urania Film', 'id': 12242}, {'name': 'K.G Productions', 'id': 13837}, {'name': 'Audifilm', 'id': 20849}, {'name': 'Bibo Productions', 'id': 86308}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1994-03-25,0,105,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]","Released","Zombies, guns, and sex, OH MY!!!","Cemetery Man",FALSE,7,105,TRUE,"1994",1994,"90s","90s",4e+06
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","10280","tt0117894","en","Thinner","A fat Lawyer finds himself growing ""Thinner"" when an old gypsy man places a hex on him. Now the lawyer must call upon his friends in organized crime to help him persuade the gypsy to lift the curse. Time is running out for the desperate lawyer as he draws closer to his own death, and grows ever thinner.",4.856229,"/wmnTIiRf3Nl5jhMlqLRXQY5msN6.jpg","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Spelling Films', 'id': 10355}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-10-25,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Let the curse fit the crime.","Thinner",FALSE,5.5,125,TRUE,"1996",1996,"90s","90s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]","55613","tt0103926","en","Careful","In the remote Alpine village of Tolzbad at the turn of the century, people talk quietly and restrain their movements lest avalanches come and kill them. This atmosphere lends itself to repressed emotions - shown through the parallel stories of butler student Johann lusting after his mother (an old flame of the mysterious Count Knotkers) and Klara's attraction to her father (who lusts after his other daughter), leading to duels and suicidal plunges galore. All this is shot in the style of an early German sound film, complete with intertitles, deliberately crackly soundtrack and 'hand-tinted' colour effects.",0.160571,"/lQL7oJqTZdvjj9SE9prcgmIeYxo.jpg","[{'name': 'the Canadian Council', 'id': 6697}, {'name': 'The Canada Manitoba Cultural Industries Development Office (CIDO)', 'id': 6698}, {'name': 'The Manitoba Arts Council', 'id': 6700}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1992-09-30,0,100,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]","Released","","Careful",FALSE,7.8,4,TRUE,"1992",1992,"90s","90s",0
"",0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]","41225","tt0063715","fr","Histoires extraordinaires","Three directors each adapt a Poe short story to the screen: ""Toby Dammit"" features a disheveled drugged and drunk English movie star who nods acceptance in the Italian press and his producers fawn over him. ""Metzengerstein"" features a Mediveal countess who has a love-hate relationship with a black stallion - who it turns out is really her dead lover. ""William Wilson"" tells the story of a sadistic Austrian student with an exact double whom he later kills.",1.794298,"/5MNAZwkYpSuEjBjOFBw9xeFFgKG.jpg","[{'name': 'Cocinor', 'id': 512}, {'name': 'Les Films Marceau', 'id': 2260}, {'name': 'Produzioni Europee Associati (PEA)', 'id': 7508}, {'name': 'PEA', 'id': 73349}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1968-05-16,0,121,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]","Released","The ultimate orgy of evil","Spirits of the Dead",FALSE,5.5,24,TRUE,"1968",1968,"60s","60s",0
"",3e+07,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]","10779","tt0116365","en","The Frighteners","Once an architect, Frank Bannister now passes himself off as an exorcist of evil spirits. To bolster his facade, he claims his ""special"" gift is the result of a car accident that killed his wife. But what he does not count on is more people dying in the small town where he lives. As he tries to piece together the supernatural mystery of these killings, he falls in love with the wife of one of the victims and deals with a crazy FBI agent.",12.09096,"/cS3QPtMsE1jsEWUww5WsPE275Jb.jpg","[{'name': 'WingNut Films', 'id': 11}, {'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-07-18,29359216,110,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","No Rest for the Wicked.","The Frighteners",FALSE,6.7,413,TRUE,"1996",1996,"90s","90s",59359216
"",0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","31417","tt0053459","fr","Les Yeux sans visage","Professor Genessier is guilt-stricken after his daughter's face is disfigured in a car accident. He intends to rebuild his daughter's face via grafting skin tissue; he only needs a supply of donors to experiment on.",9.935891,"/orqJcha6R8vxIzL2ggCQm0LjRBa.jpg","[{'name': 'Lux Film', 'id': 1679}, {'name': 'Champs-Élysées Productions', 'id': 13437}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1960-01-11,0,90,"[{'iso_639_1': 'fr', 'name': 'Français'}]","Released","","Eyes Without a Face",FALSE,7.5,130,TRUE,"1960",1960,"60s","60s",0
"{'id': 115142, 'name': 'Tales from the Crypt Collection', 'poster_path': '/mjP1Ktqz3VCyX2akRAIjgxaALwx.jpg', 'backdrop_path': '/o9Nll2BovcZ9EDmBBMmnHx99wP4.jpg'}",1.5e+07,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]","9431","tt0117826","en","Bordello of Blood","Private eye Rafe Guttman is hired by repressed, born-again Katherine to find her missing bad-boy brother. The trail leads him to a whorehouse run by a thousand-year-old vampire and secretly backed by Katherine's boss, televangelist Jimmy Current.",3.450402,"/k3DDcdfIfwKubjcFWqIkVL7cQFC.jpg","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Tales From The Crypt Holdings', 'id': 69626}, {'name': 'Universal City Studios', 'id': 69627}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-08-16,5600000,87,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]","Released","","Bordello of Blood",FALSE,5,63,TRUE,"1996",1996,"90s","90s",20600000
"",6e+07,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","11015","tt0120004","en","The Relic","A researcher at Chicago's Natural History Museum returns from South America with some crates containing his findings. When the crates arrive at the museum without the owner there appears to be very little inside. However, police discover gruesome murders on the cargo ship that brought the crates to the US and then another murder in the museum itself.",7.699967,"/jD853TWyJYuksMldrFWaXMovRg0.jpg","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Toho-Towa', 'id': 657}, {'name': 'Mutual Film Company', 'id': 762}, {'name': 'Pacific Western', 'id': 1280}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Marubeni', 'id': 4650}, {'name': 'Tele München Fernseh Produktionsgesellschaft (TMG)', 'id': 7237}, {'name': 'British Broadcasting Corporation (BBC)', 'id': 15278}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-01-10,33956608,110,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","The Next Evolution In Terror.","The Relic",FALSE,5.8,130,TRUE,"1997",1997,"90s","90s",93956608
"",4e+07,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","9306","tt0116654","en","The Island of Dr. Moreau","A shipwrecked sailor stumbles upon a mysterious island and is shocked to discover that a brilliant scientist and his lab assistant have found a way to combine human and animal DNA with horrific results.",12.725343,"/hOJeQXve8W9rNRhdgC1WV3GQJyA.jpg","[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-08-23,49627779,96,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","The gates of hell are unlocked.","The Island of Dr. Moreau",FALSE,4.6,148,TRUE,"1996",1996,"90s","90s",89627779
"{'id': 91361, 'name': 'Halloween Collection', 'poster_path': '/2uqHV6YcD9jEL2WuJYjXiiuRDqd.jpg', 'backdrop_path': '/mmxf1sOe2T1sma0tH0TgTdcit1p.jpg'}",5e+06,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","10987","tt0113253","en","Halloween: The Curse of Michael Myers","Six years ago, Michael Myers terrorized the town of Haddonfield, Illinois. He and his niece, Jamie Lloyd, have disappeared. Jamie was kidnapped by a bunch of evil druids who protect Michael Myers. And now, six years later, Jamie has escaped after giving birth to Michael's child. She runs to Haddonfield to get Dr. Loomis to help her again.",8.768288,"/8Tw5IttoEATGD2FHhcG9bDzqwbi.jpg","[{'name': 'Miramax Films', 'id': 14}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-09-29,15116634,88,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Haddonfield is ready to celebrate Halloween.... so is Michael Myers!","Halloween: The Curse of Michael Myers",FALSE,5,173,TRUE,"1995",1995,"90s","90s",20116634
"{'id': 261590, 'name': 'Living Dead Collection', 'poster_path': '/mSJ20RTWWgtt3aTyn1iwNZ9fbYl.jpg', 'backdrop_path': '/inPPfnJ9Wzc9rg1MpkPm0P3D9rJ.jpg'}",114000,"[{'id': 27, 'name': 'Horror'}]","10331","tt0063350","en","Night of the Living Dead","A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse. Although not the first zombie film, Night of the Living Dead is the progenitor of the contemporary ""zombie apocalypse"" horror film, and it greatly influenced the modern pop-culture zombie archetype.",14.384198,"/faPfcZ181gWmCoMbal7bAXFPFh9.jpg","[{'name': 'Laurel Group', 'id': 638}, {'name': 'Off Color Films', 'id': 3139}, {'name': 'Image Ten', 'id': 14121}, {'name': 'Market Square Productions', 'id': 14122}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1968-10-01,3e+07,96,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","If it doesn't scare you, you're already dead!","Night of the Living Dead",FALSE,7.5,591,TRUE,"1968",1968,"60s","60s",30114000
"{'id': 124935, 'name': 'The Lawnmower Man Collection', 'poster_path': '/slBKrKBbL1g3KURphhAYIyOOH0G.jpg', 'backdrop_path': '/id05z92s8Pwc2wbR9YAKngGqOyP.jpg'}",1e+07,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","10163","tt0104692","en","The Lawnmower Man","A simple man is turned into a genius through the application of computer science.",6.685948,"/3tWLM3zMyh3KZOactn8mfjHml05.jpg","[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Allied Vision', 'id': 5570}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-03-05,32101000,108,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","God made him simple. Science made him a god.","The Lawnmower Man",FALSE,5.4,198,TRUE,"1992",1992,"90s","90s",42101000
"",0,"[{'id': 27, 'name': 'Horror'}]","16372","tt0055018","en","The Innocents","A young governess for two children becomes convinced that the house and grounds are haunted.",7.667964,"/qdSlJ3lZITHDva5EI4lQHidZbf5.jpg","[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Achilles', 'id': 3185}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1961-12-25,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Apparitions? Evils? Corruptions?","The Innocents",FALSE,7.5,126,TRUE,"1961",1961,"60s","60s",0
"{'id': 115225, 'name': 'Children of the Corn Collection', 'poster_path': '/v6auJblMcNxUmZx23mQXMHmzyY3.jpg', 'backdrop_path': '/g4aK8Up5zSegesJdMYbxDcndn20.jpg'}",0,"[{'id': 27, 'name': 'Horror'}]","25750","tt0115885","en","Children of the Corn IV: The Gathering","Grace Rhodes, who is studying to be a doctor, returns to her hometown as a strange illness is afflicting the local children. The symptoms include a high fever and spasms, but even weirder is what happens the next day: All those with the illness claim they are somebody else -- then they begin murdering the grown-ups. After her sister undergoes the same sinister metamorphosis, Grace comes to believe there is some connection to an evil cult figure who may be returning from the grave.",7.97048,"/tRjeV9AZgCXGTqyvlp7Ui55Yb3l.jpg","[{'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-10-08,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","In a sleepy midwestern town... A horrifying evil is about to rise again!","Children of the Corn IV: The Gathering",FALSE,4.6,41,TRUE,"1996",1996,"90s","90s",0
"",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]","141210","tt2250194","en","The Sleepover","The town of Derry has a secret, but no one told the new kid. It's gonna be a long night.",0.135596,"/pQpyEmFTGaox4yLuUXmiD2IDIbA.jpg","[]","[]",2013-10-12,0,6,"[]","Released","","The Sleepover",FALSE,8,1,TRUE,"2013",2013,"10s","10s",0
"",1e+06,"[{'id': 27, 'name': 'Horror'}]","790","tt0080749","en","The Fog","Strange things begin to occurs as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.",9.194572,"/u9wAIHya0BHJvGJh3mBPr010U7C.jpg","[{'name': 'AVCO Embassy Pictures', 'id': 494}, {'name': 'EDI', 'id': 495}, {'name': 'Debra Hill Productions', 'id': 498}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1980-02-08,21378361,89,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Lock your doors. Bolt your windows. There's something in THE FOG!","The Fog",FALSE,6.4,318,TRUE,"1980",1980,"80s","80s",22378361
"{'id': 174218, 'name': 'The Howling Collection', 'poster_path': '/ci6CZhFFLm0r3fDomXlRAmCEesr.jpg', 'backdrop_path': '/a0UuiTYxqMmj5Ll26rORaFoTKBc.jpg'}",1e+06,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]","11298","tt0082533","en","The Howling","After a bizarre and near fatal encounter with a serial killer, a newswoman is sent to a rehabilitation center whose inhabitants may not be what they seem.",6.715512,"/zXiQCqtw5lZwrLDqRPbAJhT80Ri.jpg","[{'name': 'AVCO Embassy Pictures', 'id': 494}, {'name': 'International Film Investors', 'id': 502}, {'name': 'Wescom Productions', 'id': 10312}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1981-04-03,17985893,91,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Imagine your worst fear a reality","The Howling",FALSE,6.4,165,TRUE,"1981",1981,"80s","80s",18985893
"",7e+06,"[{'id': 27, 'name': 'Horror'}]","49763","tt0115610","en","Bad Moon","One man's struggle to contain the curse he hides within... and his last-ditch attempt to free himself with the love of family. But when it looks as if he is losing his battle, and endangering all he holds most dear, the family dog, Thor, is the last hope for his family's survival... and the end to his Werewolf curse.",2.661026,"/ivjPm80ZT4MXO1DifALrP0GkOBZ.jpg","[{'name': 'Morgan Creek Productions', 'id': 10210}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-11-01,1100000,80,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Half man.  Half wolf.  Total terror.","Bad Moon",FALSE,5.7,33,TRUE,"1996",1996,"90s","90s",8100000
"{'id': 8091, 'name': 'Alien Collection', 'poster_path': '/iVzIeC3PbG9BtDAudpwSNdKAgh6.jpg', 'backdrop_path': '/kB0Y3uGe9ohJa59Lk8UO9cUOxGM.jpg'}",18500000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","679","tt0090605","en","Aliens","When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story, all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.",21.761179,"/nORMXEkYEbzkU5WkMWMgRDJwjSZ.jpg","[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'SLM Production Group', 'id': 396}, {'name': 'Brandywine Productions', 'id': 19747}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1986-07-18,183316455,137,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","This Time It's War","Aliens",FALSE,7.7,3282,TRUE,"1986",1986,"80s","80s",201816455
"{'id': 8091, 'name': 'Alien Collection', 'poster_path': '/iVzIeC3PbG9BtDAudpwSNdKAgh6.jpg', 'backdrop_path': '/kB0Y3uGe9ohJa59Lk8UO9cUOxGM.jpg'}",1.1e+07,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","348","tt0078748","en","Alien","During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",23.37742,"/2h00HrZs89SL3tXB4nbkiM7BKHs.jpg","[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Brandywine Productions', 'id': 19747}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1979-05-25,104931801,117,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]","Released","In space no one can hear you scream.","Alien",FALSE,7.9,4564,TRUE,"1979",1979,"70s","70s",115931801
